RAP_ID,Gene_Symbol,S1,S2,S2_keyword,S3,S3_keywords,S4,S4_note,S5,S5_keyinfo,Conservative,Exploratory
OS06G0567900,,S1b,S2b,Pi稳态调控；与盐耐关联,S3b,Pi信号-盐互作（非常规核心）,S4b,PHR模块保守，但本基因以稻体为准,S5a,过表达增强水稻耐盐；RNAi降低（稻本体，2024）,No,No
OS06G0609500,,S1b,S2b,同上（不同注释条目显示同一基因区域）,S3b,Pi信号-盐互作,S4b,同上,S5a,同上：OE增强耐盐（稻本体，2024）,Yes,Yes
OS06G0612800,,S1b,S2b,SAP家族胁迫蛋白；有表达与综述旁证,S3b,ABA/ROS/蛋白稳态候选,S4b,SAP家族部分成员有盐因果；本基因证据不足,S5a,OsSAP8在稻本体KO/OE直接改变耐盐的权威论文（多为综述或他种系统）,Yes,Yes
OS06G0625900,,S1b,S2b,盐下在老叶上调；功能定位为K+转运,S3b,离子稳态候选（缺本基因稻体因果）,S4b,HAK家族有盐耐成员；本基因未证,S5b,仅表达/综述提示；无稻本体直接盐表型操纵,No,No
OS06G0633500,,S1b,S2b,RING E3；ABA相关,S3b,UPS-ABA网络候选,S4b,E3家族其他成员具盐因果；本基因未确证,S5b,检索未得OsCLR1稻本体KO/OE直接改变耐盐的论文（有综述/数据库条目）,No,No
OS06G0665500,,S1b,S2a,脲嘌呤代谢→ROS清除/ABA互作；正调盐耐,S3a,氮代谢→抗氧化/激素互作通路,S4a,脲嘌呤代谢在逆境中的作用保守；稻体因果成立,S5b,未见OsAAH 过表达提升、突变削弱稻盐耐；机制涉ROS与ABI5通路,No,Yes
OS06G0683400,,S1b,S2a,Ca2+结合小蛋白；ABA介导；调控DREB2B/APX1/P5CS,S3a,Ca2+–ABA–胁迫信号/ROS渗透调节,S4a,小型EF-hand保守；他种同源（TaCCD1）亦指向盐/渗透作用,S5a,Plant Sci 2016：T-DNA突变盐敏、OE增强耐盐；定位核/质，Ca2+结合；上游影响DREB2B/APX1/P5CS,Yes,Yes
OS06G0685700,,S1b,S2a,Auxin→ABA/营养互作；rst1突变盐耐↑（转录抑制子）,S3a,激素信号（生长素–ABA）→盐耐网络,S4b,ARF模块保守但一一正交功能外推不足,S5a,PNAS 2022：rst1/OsARF18 突变提高盐耐与产量；定位为RICE SALT TOLERANT 1,Yes,Yes
OS06G0693700,,S1b,S2b,DUF1644胁迫蛋白；非核心机制,S3b,非经典通路（ABA敏感性不变）,S4b,DUF1644跨物种背景不足以达成一一正交因果,S5a,JIPB 2016：OE增强、RNAi降低稻耐盐；水分损失降低；非ABA依赖,Yes,No
OS06G0695600,,S1b,S2b,E3泛素连接酶；与OCPI2互作,S3b,UPS-胁迫通路（本基因稻体直接因果不充分）,S4b,家族多成员有盐因果；本基因稻内证据偏异源/推断,S5b,Park 2018等提示为盐应答负调，但主要为异源/间接证据，未见稻本体KO/OE直接盐表型,No,No
OS06G0698785,,S1b,S2a,甜菜碱合成上游；提高GB含量,S3a,渗透保护物质（甘氨甜菜碱）通路,S4a,CMO→BADH途径跨物种保守；稻体已证功能,S5a,Planta/Plant Cell Rep 2012：OsCMO表达受盐诱导；OE稻提高GB并增强耐盐,Yes,Yes
OS07G0151200,,S1b,S2b,INT亚家族；RAP-DB注释与盐关联,S3b,渗透调节候选（myo-肌醇代谢-转运）,S4b,跨物种旁证不足以达S4a,S5b,未检得稻本体KO/OE直接改变耐盐的论文（目前为数据库与表达线索）,No,No
OS07G0164100,,S1b,S2a,通过抑制DST/ABIL2→调控气孔开闭；正调盐耐,S3a,ABA–ROS–气孔运动核心通路,S4a,HDAC节点在植物胁迫中保守；本基因稻体因果成立,S5a,Planta 2021：OE增强、抑制降低稻耐盐；染色质去乙酰化抑制DST/ABIL2；2023 JIPB补充HDA704通路,Yes,Yes
OS07G0231400,,S1b,S2a,OsMYB2→ANT1表达；氨基酸转运与盐耐,S3a,ABA/转运耦合通路（近作）,S4b,AAT家族保守，但需本基因一一正交验证,S5a,Plant Physiol 2025：OsMYB2激活OsANT1；材料显示OsANT1正向调控生长与耐盐,Yes,Yes
OS07G0235200,,S1b,S2b,AHL家族染色质结合；盐响应表达线索,S3b,表观/转录调节候选,S4b,无高置信同源因果,S5b,未见稻本体KO/OE直接改变耐盐的研究,No,No
OS07G0434500,,S1b,S2b,DRD1同源；参与siRNA依赖沉默,S3b,RdDM-盐互作候选（缺直接）,S4b,同源在拟南芥具功能；稻本体盐因果未证,S5b,未见本基因KO/OE直接改变稻耐盐的论文,No,No
OS07G0438550,,S1b,S2b,SIK样激酶；仅数据库与表达线索,S3b,激酶-盐应答候选（缺核心与遗传）,S4b,跨物种SIK功能有报道，但本基因稻体无因果,S5b,仅Oryzabase/GRCbase等条目标注盐相关，无稻本体KO/OE改变耐盐,No,No
OS07G0529800,,S1b,S2b,翻译起始；盐处理诱导（克隆自Pokkali）,S3b,翻译起始-逆境耦合候选,S4b,他物种EIF1与盐有关，但稻本体未证,S5b,2009功能克隆与启动子研究，但未报告稻KO/OE直接改变耐盐,No,No
OS07G0561300,,S1b,S2a,E3泛素-应答；过表达增强盐耐,S3a,UPS-胁迫应答通路（正调）,S4a,F-box在植物盐应答中保守；本基因稻体有因果,S5a,Molecular Breeding 2014：OE于稻/拟南芥均增强耐盐；提供PMID/DOI,Yes,Yes
OS07G0598300,,S1b,S2a,缺失突变体对盐敏感；上调于盐处理,S3a,表观-盐应答通路（核心因子之一）,S4a,Snf2通路保守；本基因稻体突变表型支持,S5a,Frontiers Plant Sci 2022：oschr726突变对盐胁迫更敏感；功能定位与表达,Yes,Yes
OS07G0602200,,S1b,S2b,HDA家族；数据库标注盐相关,S3b,表观-ABA/ROS互作候选,S4b,同家族成员有盐因果（如HDA704/710）；本基因未证,S5b,暂无稻本体KO/OE直接盐表型论文（Oryzabase标注TO:0006001）,No,No
OS07G0608400,,S1b,S2b,AL家族在非稻物种促盐耐；稻内家族分析,S3b,表观/转录调控候选,S4b,跨物种旁证不足以达S4a,S5b,未见OsAL8稻本体KO/OE直接改变耐盐的论文,No,No
OS07G0623300,,S1b,S2b,SR剪接蛋白；盐下表达线索,S3b,可变剪接受体通路候选,S4b,同源在拟南芥有盐证据；稻本体缺因果,S5b,未检得OsSC35b稻本体KO/OE直接改变耐盐,No,No
OS07G0626600,,S1b,S2b,盐处理上调；H3K18ac相关,S3b,HAT-表观调控候选,S4b,HAT在盐应答保守；本基因稻本体未证,S5b,表达/综述提示作用，但无KO/OE导致盐表型的稻体论文,No,No
OS07G0627300,,S1b,S2a,正调盐耐；ABA依赖气孔/细胞周期节点,S3a,ABA–气孔/细胞周期通路（核心TF）,S4a,FLP模块保守；本基因稻体因果成立,S5a,Int. J. Mol. Sci. 2022/Plant Cell 2024：OE增强耐盐；RNAi/机制与ChIP-Seq支持,Yes,Yes
OS07G0660200,,S1b,S2b,Snf2/CHD成员；盐处理上调（家族层面）,S3b,表观-盐应答候选,S4b,家族其他成员有因果（CHR726/706）；本基因未证,S5b,未见稻本体KO/OE直接改变耐盐表型的论文,No,No
OS07G0661600,,S1b,S2b,RING E3; UPS候选（缺稻本体核心机制直接证据）,S3b,UPS–盐应答候选,S4b,同家族部分成员具盐因果，但本基因缺一一正交迁移性,S5b,未见稻本体KO/OE直接改变耐盐（条目级/家族旁证为主）,No,No
OS07G0683600,,S1b,S2b,EUL凝集素；多为表达/预测,S3b,Lectin–胁迫候选（缺通路核心）,S4b,同源/他种旁证不足,S5b,未检得稻本体KO/OE直接改变耐盐的论文,No,No
OS07G0684000,,S1b,S2b,EUL凝集素；表达线索,S3b,Lectin–胁迫候选,S4b,旁证不足,S5b,未检得稻本体KO/OE直接改变耐盐的论文,No,No
OS07G0686800,,S1b,S2a,RLCK调控ABA/ROS稳态；OE↑耐盐,S3a,ABA–ROS–RLCK信号轴,S4a,RLCK在逆境中保守；本基因稻体因果成立,S5a,过表达提高盐耐；机制含ROS清除与渗透调节（Gene 2021等）,Yes,Yes
OS07G0687900,,S1b,S2b,RFO合成；在稻中多为表达/抗旱证据,S3b,渗透保护物质通路候选,S4b,AtGolS2在稻中促旱耐作旁证；本基因盐因果未证,S5b,未检得OsGolS2稻本体KO/OE直接改变耐盐（多为表达/异源）,No,No
OS07G0694000,,S1b,S2a,PI-PLC→Ca2+信号；促进盐耐；突变盐敏/OE耐盐↑,S3a,Inositol phospholipid–Ca2+信号通路（核心）,S4a,PI-PLC机制保守；稻体因果成立,S5a,New Phytol 2017：遗传与生化证据表明OsPLC1促进耐盐；突变盐敏、OE逆转,Yes,Yes
OS08G0180300,,S1b,S2b,表观调控；与免疫/BR互作相关,S3b,表观-盐应答候选（缺直接）,S4b,Snf2通路保守；本基因盐因果未证,S5b,未见BRHIS1在稻本体KO/OE直接改变耐盐的研究（多为免疫/表达）,No,No
OS08G0183900,,S1b,S2b,次生代谢；盐下表达诱导,S3b,黄酮/木质素代谢—盐候选,S4b,跨物种旁证不足以达一一正交,S5b,无稻本体KO/OE直接盐表型；现有为表达/组学,No,No
OS08G0206400,,S1b,S2a,Na+可渗透转运体；调控木质部Na+回收→排除,S3a,离子稳态/SOS–HKT–HAK网络（核心外排/回收）,S4a,离子通道/转运保守；稻体因果CRISPR已证,S5a,Frontiers Plant Sci 2021：oshak12盐敏、CRISPR线删除体验证；机制为回收木质部Na+降低地上部积累,Yes,Yes
OS08G0366200,,S1b,S2b,昼夜节律因子；家族成员OsELF4a已证正调盐耐,S3b,昼夜节律—盐应答交互候选,S4b,与OsELF4a为旁系同源，功能不可直接外推,S5b,未见OsELF4c稻本体KO/OE直接盐表型；相关研究集中于OsELF4a,No,No
OS08G0408200,,S1b,S2b,WD40/DWD;盐诱导表达,S3b,表观/泛素化平台候选,S4b,跨物种WD40旁证；本基因稻体无因果,S5b,Oryzabase与家族综述标注盐响应，未见稻体KO/OE→盐表型,No,No
OS08G0408500,,S1b,S2b,ERF转录因子；盐处理诱导,S3b,乙烯/ABA转录网络候选,S4b,他作物/稻体多为抗旱实证；盐表型证据不足,S5b,2017 Plant Biotech J:表达受盐诱导但主要验证抗旱；未给出稻体盐表型因果,No,No
OS08G0434300,,S1b,S2b,有GWAS/启动子多态与盐相关线索,S3b,能量/有机酸代谢候选,S4b,家族/表达旁证；本基因稻体无因果,S5b,基因组鉴定提示与盐耐相关，但缺KO/OE直接盐表型,No,No
OS08G0445700,,S1b,S2a,OsTPS8促进栓皮质沉积、提高盐耐,S3a,T6P/糖信号–ABA–蜡质/木栓质通路,S4a,糖信号–耐盐机制保守；本基因稻体因果成立,S5a,New Phytologist 2019：OE提升盐耐且无产量罚分；解析SAPK9调控,Yes,Yes
OS08G0468100,,S1b,S2b,NR/NO在萌发期盐耐中有作用线索,S3b,NR–NO–ABA互作候选,S4b,路径保守但本基因缺稻体盐因果,S5b,NR模块与盐萌发有关，但缺OsNR1本基因KO/OE→盐表型的稻体论文,No,No
OS08G0492500,,S1b,S2a,ABA依赖UPS调控；OE↑盐耐,S3a,ABA–UPS–应激响应通路,S4a,E3与胁迫保守；本基因稻体因果成立,S5a,J. Plant Biol. 2014：OE提高盐/旱耐并提高ABA水平与应答基因,Yes,Yes
OS08G0497600,,S1b,S2b,WD40/DWD；盐诱导表达,S3b,表观/蛋白稳态平台候选,S4b,旁证不足以达一一正交因果,S5b,表达与调控研究为主，缺稻体KO/OE→盐表型,No,No
OS08G0512400,,S1b,S2b,AHL家族；盐/旱表达响应,S3b,表观/转录调控候选,S4b,AHL1等有抗旱因果；本基因未证,S5b,全基因组家族/条目标注；缺稻体因果盐表型,No,No
OS08G0546800,,S1b,S2a,负调控盐/旱耐；RNAi↑耐盐、OE↓,S3a,HSF–ABA/ROS–应答通路,S4a,HSF逆境调控保守；本基因稻体因果成立,S5a,Plant Cell Reports 2013：OE致盐/旱敏，RNAi增强耐受,Yes,Yes
OS08G0558200,,S1b,S2a,抗氧化/ROS清除；正调盐耐,S3a,ROS清除与红氧通路,S4a,GRX抗氧化功能保守；本基因稻体因果成立,S5a,Frontiers Plant Sci. 2018：OE显著提高对盐/氧化胁迫耐受,Yes,Yes
OS09G0109800,,S1b,S2b,Na+/H+ antiporter候选；注释与数据库提示盐应答,S3b,离子稳态候选（缺稻体核心通路直接证据）,S4b,NHA类在植物保守，但本基因稻内缺高置信一一正交因果,S5a,Oryzabase/稻基因库有注释；公开稻本体KO/OE直接改变耐盐的论文未检得,Yes,Yes
OS09G0130800,,S1b,S2b,复制解旋/核酸代谢；盐应答证据缺失或间接,S3b,DNA复制-应激候选（无通路核心节点证据）,S4b,跨物种同源功能与盐耐关联不足,S5b,未见水稻本体KO/OE直接改变耐盐的研究,No,No
OS09G0299200,,S1b,S2b,MYB-CC转录因子；文献多为表达/推断,S3b,转录网络候选（缺直接通路证据）,S4b,MYB-CC在逆境中常见，但本基因无稻体因果,S5b,未见稻本体KO/OE直接改变耐盐的论文,No,No
OS09G0306400,,S1b,S2a,ABA介导；OE增强盐/旱耐受,S3a,ABA–应答基因网络（核心TF）,S4a,bZIP盐应答保守；本基因稻体因果成立,S5a,PMID:23918260 等报道OE显著提高稻耐盐/耐旱,Yes,Yes
OS09G0322000,,S1b,S2b,STP家族；表达层面盐诱导,S3b,糖转运-渗透调节候选（缺直接因果）,S4b,他种或家族旁证（如GMST1）不足以外推本基因,S5b,未见OsSTP14/25在稻本体KO/OE直接改变耐盐的论文,No,No
OS09G0512700,,S1b,S2a,ER折叠/蛋白稳态；调控盐应答,S3a,ER–UPR–ABA/ROS互作通路,S4a,Hsp70-NEF通路保守；本基因稻体证据,S5a,Plant Physiol 2021：遗传证据表明OsFes1C参与盐胁迫响应,No,No
OS09G0522000,,S1b,S2a,转录激活耐盐/旱/冷响应基因,S3a,DREB1/CBF核心通路（盐/旱/冷）,S4a,DREB1模块保守；本基因稻体OE改善盐耐,S5a,Plant Cell Physiol 2006/Dubouzet 2003：OE OsDREB1B 改善稻对高盐等逆境耐受,Yes,Yes
OS09G0522200,,S1b,S2a,转录激活耐盐/旱/冷基因；OE增强耐受,S3a,DREB1/CBF核心通路,S4a,模块保守；稻体OE改善盐耐,S5a,Plant J 2003 / PCP 2006：OE OsDREB1A 提升稻对高盐耐受,Yes,Yes
OS09G0557700,,S1b,S2a,调控抗坏血酸/氧化还原；正向耐盐与产量,S3a,抗氧化/AsA稳态通路（核心）,S4a,细胞色素b561通路保守；本基因稻体因果成立,S5a,Plant Physiol 2023：OsCYBDOMG1正调盐耐、株型和产量,Yes,Yes
OS09G0571200,,S1b,S2a,C2结构域膜靶向；必需的盐耐因子,S3a,膜信号/离子–ROS互作通路,S4a,C2域功能保守；本基因稻体突变/补偿证据,S5a,2019报道：突变盐敏、OE增强耐盐；影响SOS1/NHX4表达,Yes,Yes
OS10G0370500,,S1b,S2b,细胞壁/糖苷水解；盐下表达线索,S3b,细胞壁/碳代谢候选（缺直接因果）,S4b,跨物种β-葡萄糖苷酶旁证，不足以外推本基因,S5b,未检得稻本体KO/OE直接改变耐盐；仅数据库/表达提示,No,No
OS10G0415300,,S1b,S2a,GSH/GSSG红氧稳态；gr3盐敏，互补恢复,S3a,ROS清除核心通路（GSH还原循环）,S4a,GR抗氧化作用保守；稻体有因果,S5a,Plant Mol Biol 2015：gr3盐敏，C1互补恢复耐盐；调节GSH/GSSG比值,Yes,Yes
OS10G0415900,,S1b,S2b,H3乙酰化与盐应答相关；缺本基因稻体盐表型,S3b,表观–盐应答候选（非核心节点直接证据不足）,S4b,GCN5机制保守，但本基因尚缺稻体因果,S5b,目前见到为表达/乙酰化变化；未见KO/OE直接改变稻耐盐,No,Yes
OS10G0431000,,S1b,S2a,负调控逆境；突变提高盐耐/田间产量↑,S3a,UPS–氧化胁迫/盐应答通路,S4a,PQT3通路跨物种保守；稻体因果成立,S5a,Plant Cell Environ. 2020：ospqt3盐/百草枯耐受↑，盐田间产量↑；功能为应答关断开关,Yes,Yes
OS10G0457700,,S1b,S2b,家族/条目标记盐相关,S3b,表观–盐应答候选,S4b,Snf2家族部分成员有盐因果；本基因未证,S5b,未见KO/OE直接改变稻耐盐的论文（Oryzabase条目）,No,No
OS10G0478900,,S1b,S2a,调控衰老/免疫/盐；nbl1盐耐↑（负调）,S3a,ROS/防御–盐应答交叉通路,S4a,保守胁迫节点；稻本体因果成立,S5a,Rice 2021：nbl1突变对NaCl更耐/更易病；定义其为盐耐调控因子,Yes,Yes
OS10G0492800,,S1b,S2a,去磷酸化并失活CatC→负调盐耐,S3a,H2O2稳态/ROS–抗氧化通路（核心）,S4a,CatC–ROS通路保守；稻体因果成立,S5a,Plant Cell 2023：PC1去磷酸化OsCATC致盐敏；PC1为盐耐负调控,Yes,Yes
OS10G0521000,,S1b,S2a,水解海藻糖→调控渗透/能量；OE耐盐↑,S3a,糖信号/渗透保护通路,S4a,肌醇/海藻糖代谢在植物保守；稻体因果成立,S5a,Planta/JIPB 2019-2020：OsTRE1过表达增强盐耐；功能性trehalase,Yes,Yes
OS10G0533600,,S1b,S2a,盐诱导激活；磷酸化并降解IPA1→耐盐↑,S3a,MAPK核心通路（MKK–MPK4–TF）,S4a,MAPK盐通路保守；稻体因果成立,S5a,J. Genet. Genomics 2022：OsMPK4–IPA1通路正调稻耐盐；遗传/生化齐备,Yes,Yes
OS10G0563600,,S1b,S2a,蛋白修复/抗氧化；OE增强盐存活/耐受,S3a,ROS修复–抗氧化通路,S4a,MSR途径保守；稻本体OE有证据,S5a,Physiol Plant 2009：OsMSRA4.1过表达稻对盐更耐；抗氧化机制支持,Yes,Yes
OS10G0577700,,S1b,S2a,叶绿体SKL2与OsASR1互作；ROS清除/ABA响应→正调盐耐,S3a,ABA–ROS互作/抗氧化通路（实验证据）,S4a,SK/ASR模块跨物种保守；本基因稻体有因果,S5a,Jiang 2022：OE增强耐盐，RNAi/突变盐敏；定位叶绿体；调控抗氧化与ABA响应,Yes,Yes
OS10G0579100,,S1b,S2b,OSCA家族盐/渗透诱导；本基因稻体因果未明,S3b,Ca2+盐感受候选（缺稻体核心节点证据）,S4b,他物种与家族层面支持，但本基因在稻中无KO/OE盐表型,S5b,现有为家族综述/异源系统；未见稻本体操纵直接改变盐耐,No,Yes
OS11G0127600,,S1b,S2a,ABA响应型NAC；正调盐耐（稻本体）,S3a,ABA–转录网络（核心TF节点）,S4a,NAC–盐耐保守；本基因稻体因果成立,S5a,Zhang 2020：OE增强耐盐，KO盐敏；明确ABA依赖机制,Yes,Yes
OS11G0151400,,S1b,S2a,JA-Ile去活化；下调JA信号→提高盐耐（家族/本位点强表达）,S3a,JA–盐胁迫通路（CYP94家族）,S4a,CYP94C在稻/拟南芥保守；稻内家族成员直接因果已证,S5a,PCP 2015等：提高CYP94家族表达增强稻盐耐；文献指出C2a/C2b参与JA-Ile氧化与盐耐,No,Yes
OS01G0348900,,S1b,S2a,Jacalin类凝集素；与E3 OsRMT1轴正调盐耐,S3a,JA/蛋白稳态–盐通路候选（新近机制）,S4a,JRL在逆境中保守；本基因稻体因果新证,S5a,Zhang 2025：OsMBL1为正调因子；KO生存率下降，E3 OsRMT1通过泛素化降解其抑制盐耐,Yes,Yes
OS06G0183100,,S1b,S2a,负调盐耐；自然等位/hst1突变/CRISPR突变均↑盐耐,S3a,CK–盐耐串扰（与离子/抗氧化基因网络）,S4a,B型RR在单/双子叶保守；稻体因果充分,S5a,Takagi 2015及后续：hst1（OsRR22）赋予盐耐；2022–2024育种与机理研究确认,Yes,Yes
OS01G0664100,,S1b,S2a,Mg2+摄取与Na+/Mg2+转运；框移突变sitl1→盐不敏感（低Na/Mg内流）,S3a,离子稳态（Mg2+–Na+互作）,S4a,Mg2+通道在盐耐中保守；本基因稻体有遗传证据,S5a,Lim 2022：CRISPR与TILLING显示OsCZMT1突变致盐不敏感；定位为CorA-like转运体,Yes,Yes
OS02G0606700,,S1b,S2a,维持分生组织/细胞周期；突变体对盐极敏,S3a,细胞周期–盐应答核心节点,S4a,功能/表型在稻内明确；并有跨物种功能互补,S5a,Ogawa 2011：rss1失功能盐下生长不可逆；RSS1为盐敏关键因子,Yes,Yes
OS07G0575700,,S1b,S2b,现有研究聚焦病害JA/萜类通路；与盐无因果,S3b,RLK–盐通路旁证（SIT1/STRK1为相关但不同基因）,S4b,同类RLK有盐因果，但本基因无,S5b,未检得OsBDR1/OsSIT3稻本体KO/OE直接改变盐耐；SIT1/STRK1系其他基因,No,No
OS09G0325700,,S1b,S2a,ABA负调控因子；KO提升盐耐,S3a,ABA–SnRK2–PP2C核心通路,S4a,PP2C通路在植物保守；本基因稻体因果新证,S5a,Sci Rep 2025：OsPP2C68为ABA负调控；敲除增强盐/旱耐受并影响气孔与渗透物,No,No
OS02G0150700,,S1b,S2a,UPS/E3负调盐应答；突变/表达改变盐表型,S3a,UPS–ABA/ROS应答通路,S4a,RING E3调控盐耐保守；本基因稻体实证,S5a,Plant Mol Biol 2020: OsDHSRP1为盐/旱/热诱导E3，负调逆境基因表达，操纵改变盐耐,No,No
OS02G0606200,,S1b,S2b,B-box家族；RNG1条目与胁迫相关,S3b,光信号–胁迫串扰候选（缺盐通路核心证据）,S4b,BBX家族在逆境中保守，但本基因稻内缺盐因果,S5b,未检得RNG1/OsBBX4在稻本体KO/互补/OE直接改变盐表型的论文,No,No
OS02G0787300,,S1b,S2a,MAPK级联；新等位OsSTS（OsMKK4）影响盐耐,S3a,MAPK核心通路（MKK–MPK）,S4a,MAPK盐通路保守；等位差异稻体因果,S5a,Rice 2023：OsSTS为OsMKK4新等位，影响籽粒大小与耐盐；另有MKK1–MPK4通路调盐耐,Yes,Yes
OS04G0493000,,S1b,S2a,正调盐耐；KO盐敏、离子失衡,S3a,离子稳态/转录网络（核心TF）,S4a,BBX在胁迫中保守；本基因稻体因果成立,S5a,Frontiers Plant Sci 2023：定位qSTS4，功能缺失型盐敏，定义为盐耐基因,Yes,Yes
OS05G0138300,,S1b,S2b,RCI2家族与膜电位/逆境相关,S3b,膜稳态候选（稻体直接因果不足）,S4b,他物种与家族旁证；稻内本基因缺直接盐因果,S5b,未见OsLti6b稻本体操纵直接改变盐耐；多为家族/综述与异源系统,No,No
OS05G0428700,,S1b,S2a,K+再分配维持Na+/K+；正调盐耐与产量,S3a,离子稳态核心通路（K+/Na+平衡）,S4a,Shaker通道在盐耐保守；本基因稻体因果,S5a,Plant Cell Environ 2021：OE提升盐耐与产量；机制为K+从茎叶回运至根,Yes,Yes
OS05G0572000,,S1b,S2b,候选qSTS5基因；现有实验证据偏向耐冷,S3b,ABA/ERF网络候选（盐通路直证缺）,S4b,AP2/ERF保守；但本基因稻体盐因果未明,S5b,Oryzabase注记为qSTS5候选；近作聚焦耐冷，未见稻本体盐表型因果,No,No
OS06G0318700,,S1b,S2b,负调盐应答（异源系统证据）；稻体因果不足,S3b,UPS–盐应答候选,S4b,RING–盐通路保守；但本基因稻内证据缺失,S5b,Env. Exp. Bot. 2018在拟南芥过表达致盐敏；未见稻本体因果,No,No
OS08G0135400,,S1b,S2b,家族成员有盐因果（如OsRFPHC-4），本基因未证,S3b,UPS–离子/ROS调控候选,S4b,同家族保守；本基因缺稻体盐因果,S5b,未检得OsSIRHC-2稻本体操纵直接改变盐耐的论文,No,No
OS01G0172200,,S1b,S2a,正调盐耐；OE改善ROS与抗氧化,S3a,RNA代谢–抗氧化通路,S4a,DEAD-box在逆境中保守；本基因稻体因果成立,S5a,Plant Mol Biol Rep/Planta 2023：OE OsDB10增强盐胁迫耐受并上调抗氧化途径,Yes,Yes
OS01G0200700,OsMT-3a,S1b,S2a,Metallothionein; ROS scavenging; metal binding,S3b,,S4b,,S5b,"Upregulated by salinity; heterologous overexpression in Arabidopsis improves salt tolerance, but no rice causal genetics reported",No,Yes
OS01G0292700,OsIF/OsIFL,S1a,S2a,Cytoskeleton; K+/Na+ homeostasis; chloroplast/PSI–PSII protection; ROS mitigation,S3b,,S4b,,S5a,Rice overexpression enhances salt tolerance; knock-down increases sensitivity; maintains K+/Na+ balance and photosystems under NaCl,Yes,Yes
OS01G0343300,OsGATA (putative),S1a,S2b,GATA TF; stress/ABA-responsive (putative),S3b,,S4b,,S5b,No direct rice causal genetics for this locus under salinity located; annotation suggests abiotic/ABA relevance,No,Yes
OS01G0633400,,S1b,S2b,,S3b,,S4b,,S5b,No curated salt-tolerance functional data located,No,No
OS01G0656200,,S1b,S2b,ABA signaling (family-level),S3b,,S4b,,S5b,Family implicated in salt/ABA responses; no direct causal report for this locus in rice located,No,No
OS01G0837500,,S1b,S2a,,S3b,,S4b,,S5b,No rice salt-tolerance causal genetics located,No,Yes
OS01G0847200,OsVTC1-1,S1b,S2a,Ascorbate biosynthesis; ROS detoxification,S3a,Ascorbate and aldarate metabolism (KEGG),S4a,Arabidopsis vtc1 ortholog mutants are salt-sensitive; conserved AsA pathway,S5b,Rice OsVTC1-1 knockdown affects stress tolerance (temperature); no direct rice salt phenotype found; strong ortholog evidence,No,Yes
OS02G0132300,OsRFPv6,S1b,S2b,Ubiquitin-mediated proteolysis (putative),S3b,,S4b,,S5a,No direct rice salt-tolerance causal genetics located for this locus,Yes,Yes
OS02G0180700,OsCCR21,S1b,S2b,Lignin biosynthesis; phenylpropanoid (stress-associated),S3b,,S4b,CCR family members linked to stress responses; no 1:1 ortholog with salt phenotype,S5b,Expression induced by salt in rice; no direct causal genetics for OsCCR21 itself,No,No
OS03G0219200,OsCSD3,S1b,S2a,ROS解毒; Cu/Zn-SOD; 超氧阴离子歧化,S3b,,S4b,,S5b,有生化功能与氧化胁迫耐受证据；尚缺在水稻本体改变盐胁迫表型的因果遗传实验,No,Yes
OS03G0332400,"GLYII-2, OsGLYII2, GLYII2, OsGLYII-2",S1b,S2a,甲基乙二醛(MG)解毒; Glyoxalase II; GSH依赖,S3a,MG解毒/糖酵解旁路; Glyoxalase通路,S4a,同源GLYII在拟南芥/番茄等调控盐胁迫；作用机制保守（MG→D-乳酸）,S5a,Plant J 2014：OsGLYII-2过量/互补改善盐下光合与抗氧化；直接提升水稻耐盐,No,Yes
OS03G0635100,RGG1,S1b,S2a,G蛋白信号; ROS稳态,S3a,异源三聚体G蛋白信号通路; 抗盐信号调控,S4a,作物中Gγ亚基影响盐耐性（多物种保守）,S5a,Transgenic水稻：RGG1增强耐盐且不减产；上调抗氧基因,Yes,Yes
OS03G0746500,"OsSUV3, SUV3",S1b,S2a,线粒体RNA代谢; 激素/ROS稳态,S3b,,S4a,"植物SUV3保守于线粒体去代谢体, 参与胁迫恢复",S5a,OsSUV3转基因水稻在盐胁迫下维持激素水平、减轻生长受损,Yes,Yes
OS03G0820400,OsZFP15,S1b,S2a,C2H2转录因子; ABA分解(OsABA8ox2↑),S3a,ABA信号/代谢通路,S4a,C2H2 ZFP家族在多种植物中保守调控盐/旱,S5a,过表达OsZFP15促进ABA分解并提高幼苗耐盐/耐旱,Yes,Yes
OS04G0201500,OsAAT30,S1b,S2b,,S3b,,S4b,,S5b,杂交优势研究提示OsWRKY72–OsAAT30模块与耐盐杂种优势相关，缺直接因果遗传验证,No,Yes
OS04G0348400,OsPUB7,S1b,S2a,E3泛素连接酶; 蛋白降解调控盐逆境,S3b,,S4a,PUB家族在植物中保守调控逆境；多物种证据,S5a,CRISPR敲除OsPUB7显著提高水稻耐盐/耐旱，离子渗漏↓、脯氨酸↑,Yes,Yes
OS04G0571200,"OsSIRH2-14, OsRFPH2-14",S1b,S2a,RING-H2 E3连接酶; 靶向Na+转运体(HKT),S3a,离子稳态/Na+转运(HKT2;1)与26S蛋白酶体,S4a,RING型E3调控盐耐在多物种保守,S5a,OsSIRH2-14促进耐盐：调控OsHKT2;1并经26S通路降解盐相关蛋白,Yes,Yes
